(940, 41357, 'A'),
(941, 41362, 'B'),
(942, 41425, 'A'),
(943, 41449, 'B'),
(944, 41565, 'B'),
(945, 41584, 'A'),
(946, 41602, 'A'),
(947, 41644, 'A'),
(948, 41824, 'A'),
(949, 41827, 'A'),
(950, 41889, 'A'),
(951, 41929, 'A'),
(952, 41979, 'B'),
(953, 41985, 'A'),
(954, 41997, 'C'),
(955, 42049, 'B'),
(956, 42057, 'A'),
(957, 42067, 'B'),
(958, 42081, 'B'),
(959, 42174, 'A'),
(960, 42271, 'C'),
(961, 42404, 'A'),
(962, 42433, 'A'),
(963, 42504, 'A'),
(964, 42514, 'A'),
(965, 42528, 'B'),
(966, 42584, 'A'),
(967, 42586, 'A'),
(968, 42655, 'A'),
(969, 42659, 'B'),
(970, 42665, 'A'),
(971, 42668, 'A'),
(972, 42700, 'A'),
(973, 42733, 'A'),
(974, 42743, 'A'),
(975, 42779, 'A'),
(976, 42816, 'A'),
(977, 42832, 'B'),
(978, 42840, 'A'),
(979, 42864, 'C'),
(980, 42895, 'A'),
(981, 43047, 'A'),
(982, 43058, 'A'),
(983, 43138, 'B'),
(984, 43183, 'B'),
(985, 43197, 'B'),
(986, 43260, 'A'),
(987, 43329, 'B'),
(988, 43331, 'A'),
(989, 43332, 'A'),
(990, 43393, 'A'),
(991, 43469, 'B'),
(992, 43473, 'B'),
(993, 43544, 'B'),
(994, 43611, 'B'),
(995, 43665, 'A'),
(996, 43719, 'C'),
(997, 43786, 'B'),
(998, 43812, 'A'),
(999, 43859, 'A'),
(1000, 43926, 'C'),
